id,paper_title,doi,component,ratio_value,ratio_unit,role,confidence
177,Facile Fabrication of a Nanocomposite Electrode for Enhanced Electrochemical Performance,10.21203/rs.3.rs-7148554/v1,graphene_oxide,,,,0.95
116,"Modeling of the bending of an electroactive pseudo trilayer based on PEDOT, a semiconductor polymer",,graphene_oxide,,,,0.9
263,Model Predictive Impedance Control with Gaussian Processes for Human and Environment Interaction,10.1016/j.robot.2023.104431,graphene_oxide,,,,0.9
414,Three-dimensional aerogel on sulfonyldibenzene derivative functionalized reduced graphene oxide for aqueous supercapacitor,10.22541/au.171040521.17556047/v1,graphene_oxide,,,,0.9
7,Carbon mono and dioxide hydrogenation over pure and metal oxide decorated graphene oxide substrates: insight from DFT,10.4236/graphene.2013.23016,graphene_oxide,,,,0.8
94,Characterization of graphene oxide and reduced graphene oxide coating on gold electrodes by impedance spectroscopy,10.1109/biyomut.2017.8479037,graphene_oxide,,,,0.8
185,Functionalization of graphene sponge electrodes with two-dimensional materials for tailored electrocatalytic activity towards specific contaminants of emerging concern,10.1016/j.cej.2022.137057,graphene_oxide,,,,0.8
2,Dynamics of electrochemical flows 1 Motion of electrochemical flows,,graphene_oxide,,,,0.7
36,Predicting electrode array impedance after one month from cochlear implantation surgery,,graphene_oxide,,,,0.7
42,INVESTIGATION OF GOLD NANOPARTICLE MODIFICATION ON SCREEN PRINTED GOLD ELECTRODE BY ELECTROCHEMICAL IMPEDANCE SPECTROSCOPY,10.31796/ogummf.1066433,graphene_oxide,,,,0.7
46,Modification of screen-printed carbon electrode for detection of pesticides,10.58837/chula.the.2021.66,graphene_oxide,,,,0.7
63,"Method development for determination of ascorbic acid, dopamine and uric acid using nanomaterial-modified screen-printed carbon electrode",10.58837/chula.the.2015.997,graphene_oxide,,,,0.7
96,"Review for ""Pore structure of ethyl cellulose (EC)/graphene oxide (GO) composite film investigated by electrochemical impedance spectroscopy""",10.1002/cjce.70099/v1/review2,graphene_oxide,,,,0.7
101,"Decision letter for ""Pore structure of ethyl cellulose (EC)/graphene oxide (GO) composite film investigated by electrochemical impedance spectroscopy""",10.1002/cjce.70099/v1/decision1,graphene_oxide,,,,0.7
160,Large deviations for Independent Metropolis Hastings and Metropolis-adjusted Langevin algorithm,,graphene_oxide,,,,0.7
182,Synth-by-Reg (SbR): Contrastive learning for synthesis-based registration of paired images,10.1007/978-3-030-87592-3_5,graphene_oxide,,,,0.7
195,Preparation of Sol-Gel Random Micro Lens Array,,graphene_oxide,,,,0.7
230,Non-Enzymatic Glucose sensing properties of NiO nanostructured flower decorated Exfoliated Graphite Electrodes,,graphene_oxide,,,,0.7
240,Tailored nano-columnar La$_2$NiO$_4$ cathodes for improved electrode performance,10.1039/D1TA09110G,graphene_oxide,,,,0.7
677,Synthesis and Characterization of PEDOT: PSS-PAs with Good Electrical Conductivity for Supercapacitor,10.9734/csji/2023/v32i5856,graphene_oxide,,,,0.7
4,Electrochemical Impedance Spectroscopy of a novel ZnA-CA (Zinc Acetate_Citric Acid) Supramolecular Metallogel,,graphene_oxide,,,,0.6
5,Dynamics of electrochemical flows 3 Closure models,,graphene_oxide,,,,0.6
10,Localization of charge carriers in monolayer graphene gradually disordered by ion irradiation,10.4236/graphene.2015.43005,graphene_oxide,,,,0.6
15,A Chemical Route to Graphene for Electronics and Spintronics Device Applications,10.1016/S1369-7021(12)70118-9,graphene_oxide,,,,0.6
18,A model of large volumetric capacitance in graphene supercapacitors based on ion clustering,10.1103/PhysRevB.84.235133,graphene_oxide,,,,0.6
31,Preparation of Ag-CNTs and Ag-Graphene nanocomposite and their combination with MnO2 bath deposition for flexible supercapacitor development.,10.58837/chula.the.2019.375,graphene_oxide,,,,0.6
39,Achieving Extraordinary Acoustic Transmission in a Single Slit by Boundary Impedance Engineering,,graphene_oxide,,,,0.6
40,Optimizing electrode positions in electrical impedance tomography,,graphene_oxide,,,,0.6
41,"Rapid Fabrication of Low Impedance, 3D Dry Electrodes for Physiological Sensing",,graphene_oxide,,,,0.6
44,Haptenation of Skin Sensitizers with Cysteine and Gold Nanoparticles Modified Screen Printed Carbon Electrode Analyzed Using Impedance Technique,10.2139/ssrn.3895683,graphene_oxide,,,,0.6
50,Single Frequency Impedance Analysis on Reduced Graphene Oxide Screen-Printed Electrode for Biomolecular Detection,10.1007/s12010-017-2510-8,graphene_oxide,,,,0.6
52,Method development for determination of total vitamin K using screen-printed graphene electrode,10.58837/chula.the.2016.1461,graphene_oxide,,,,0.6
58,Coherently Driven Quantum Harmonic Oscillator Battery,,graphene_oxide,,,,0.6
59,Oxygen redox in battery cathodes: A brief overview,10.1007/978-3-031-47303-6_15,graphene_oxide,,,,0.6
62,Effect of physical aging on the flexural creep in 3D printed thermoplastic,10.1007/978-3-031-39070-8_7,graphene_oxide,,,,0.6
67,Influence of aqueous electrolytes on electrochemical performance of vertical graphene nanosheets supercapacitor electrode,10.1016/j.nanoso.2017.03.008,graphene_oxide,,,,0.6
69,Comparison of the electrochemical performance of CeO2 and rare earth-based mixed metallic oxide (Ce0.9Zr0.1O2) for supercapacitor applications,,graphene_oxide,,,,0.6
70,Machine Learning Relationships between Nanoporous Structures and Electrochemical Performance in MOF Supercapacitors,,graphene_oxide,,,,0.6
90,Impedance Spectroscopy-Based Reduced Graphene Oxide-Incorporated ZnO Composite Sensor for H2S Investigations,10.1021/acsomega.9b00754.s001,graphene_oxide,,,,0.6
99,Mechanism of Nanocomposite Formation in the Layer-by-Layer Single-Step Electropolymerization of π-Conjugated Azopolymers and Reduced Graphene Oxide: An Electrochemical Impedance Spectroscopy Study,10.37473/fic/10.1021/acsomega.0c03391,graphene_oxide,,,,0.6
104,Humidity sensitivity investigation of reduced graphene oxide by impedance spectroscopy,10.1515/9783110558920-005,graphene_oxide,,,,0.6
107,Impedance spectroscopy studies in cobalt ferrite-reduced graphene oxide nanocomposite,10.1063/1.4946617,graphene_oxide,,,,0.6
114,Effects of gating and contact geometry on current through conjugated molecules covalently bonded to electrodes,10.1103/PhysRevB.67.115307,graphene_oxide,,,,0.6
125,"Improvement of the Battery Performance of Indigo an Organic Electrode Material, Using PEDOT/PSS with d-Sorbitol",10.1021/acsomega.0c00313.s001,graphene_oxide,,,,0.6
130,Electroporation with PEDOT : PSS Coated Microelectrodes,10.70675/c53a5ce5z4b92z4824z8d5az85815de5261a,graphene_oxide,,,,0.6
142,Modeling the Auxetic Transition for Carbon Nanotube Sheets,10.1103/PhysRevB.78.115408,graphene_oxide,,,,0.6
163,GRAPHENE NANOCOMPOSITE MODIFIED ELECTRODE FOR ELECTROCHEMICAL DETECTION,10.58837/chula.the.2014.1041,graphene_oxide,,,,0.6
171,Tailored PolyimideGraphene Nanocomposite as Negative Electrode and Reduced Graphene Oxide as Positive Electrode for Flexible Hybrid Sodium-Ion Capacitors,10.1021/acsami.8b17171.s001,graphene_oxide,,,,0.6
174,"Review for ""Electrochemical Detection of Diclofenac and Clindamycin Using ZnO Nanorods/RGO Nanocomposite Modified Electrode""",10.1039/d5ra07011b/v1/review1,graphene_oxide,,,,0.6
187,Autonomous synthesis of metastable materials,10.1126/sciadv.abg4930,graphene_oxide,,,,0.6
191,Moment scaling at the sol - gel transition,,graphene_oxide,,,,0.6
197,Structure and spectroscopy characterization of La$_{1-x}$Sm$_x$VO4 luminescent nanoparticles synthesized co-precipitation and sol-gel methods,10.1016/j.optmat.2019.109248,graphene_oxide,,,,0.6
199,Synthesis and characterization of perovskite based rGO nanomaterial for energy storage application,10.1007/s10971-024-06587-3,graphene_oxide,,,,0.6
202,Pulsed Laser Deposition of epitaxial titanium diboride thin films,10.1016/S0040-6090(03)01025-3,graphene_oxide,,,,0.6
203,Conditions for the growth of smooth La0.7Sr0.3MnO3 thin films by pulsed electron ablation,10.1016/j.tsf.2013.02.008,graphene_oxide,,,,0.6
205,Structural distortion and magnetism of BiFeO3 epitaxial thin films: a Raman spectroscopy and neutron diffraction study,10.1080/09500830701235802,graphene_oxide,,,,0.6
208,Fabrication of cobalt-iron thin film for magnetic recording head core by electrodeposition and heat treatment,10.58837/chula.the.2015.2023,graphene_oxide,,,,0.6
209,Numerical Contribution of Thermoelectric Polyaniline Sheet,,graphene_oxide,,,,0.6
224,Polyaniline Nanocomposites,10.4018/978-1-7998-8591-7.ch026,graphene_oxide,,,,0.6
247,Three-component NiO/Fe3O4/rGO nanostructure as an electrode material towards supercapacitor and alcohol electrooxidation,10.1016/j.heliyon.2024.e39399,graphene_oxide,,,,0.6
253,Binder-free NiO/CuO hybrid structure via ULPING (Ultra-short Laser Pulse for In-situ Nanostructure Generation) technique for supercapacitor electrode,10.1038/s41598-023-34274-w,graphene_oxide,,,,0.6
261,Synthesis of a High-Capacity α-Fe2O3@C Conversion Anode and a High-Voltage LiNi0.5Mn1.5O4 Spinel Cathode and Their Combination in a Li-Ion Battery,10.1021/acsaem.1c01585,graphene_oxide,,,,0.6
264,Structure evolution of nanoparticulate Fe2O3,10.1039/C4NR06989G,graphene_oxide,,,,0.6
272,Investigation of Reaction Kinetics in Carbon Anode with Nano-Fillers through Impedance Spectroscopy,10.1149/ma2020-012387mtgabs,graphene_oxide,,,,0.6
325,Mn3O4-Graphene Hybrid as a High Capacity Anode Material for Lithium Ion Batteries,,graphene_oxide,,,,0.6
331,Lithium-ion Battery Principles – Operating Principles of Lithium-ion Batteries,10.1039/9781837072071-00001,graphene_oxide,,,,0.6
334,Synthesis of graphene aerogels toward the absorption of liquid and gas pollutants,,graphene_oxide,,,,0.6
352,Polymer-Derived SiOC Integrated with a Graphene Aerogel As a Highly Stable Li-Ion Battery Anode,10.1021/acsami.0c12376,graphene_oxide,,,,0.6
356,Optimizing Reduced Graphene Oxide Aerogel for a Supercapacitor,10.1021/acs.energyfuels.0c04126.s001,graphene_oxide,,,,0.6
365,Cellulose Nanofibers/Reduced Graphene Oxide/Polypyrrole Aerogel Electrodes for High-Capacitance Flexible All-Solid-State Supercapacitors,10.1021/acssuschemeng.9b00321.s001,graphene_oxide,,,,0.6
368,Direct Reduction of Graphene Oxide by Ni Foam as a High-Capacitance Supercapacitor Electrode,10.1021/acsami.5b11337.s001,graphene_oxide,,,,0.6
370,Supercapacitor Electrodes with Remarkable Specific Capacitance Converted from Hybrid Graphene Oxide/NaCl/Urea Films,10.1021/acsami.7b05965.s001,graphene_oxide,,,,0.6
373,Reduced Graphene Oxide Hydrogels Deposited in Nickel Foam for Supercapacitor Applications: Toward High Volumetric Capacitance,10.1021/acs.jpcc.6b00326.s001,graphene_oxide,,,,0.6
380,Graphene/Ruthenium Active Species Aerogel as Electrode for Supercapacitor Applications,10.3390/ma11010057,graphene_oxide,,,,0.6
391,3D graphene oxide/nickel ferrite aerogel for high-performance supercapacitor application,10.1016/j.est.2024.112797,graphene_oxide,,,,0.6
398,A novel carbonized natural silk nanofiber/graphene oxide aerogel for supercapacitor,10.1016/j.matlet.2024.135901,graphene_oxide,,,,0.6
404,Quantum capacitance tuned flexible supercapacitor by UV-ozone treated defect engineered reduced graphene oxide forest,10.1088/1361-6528/ab331a,graphene_oxide,,,,0.6
418,Mos2-Modified 3d-Printed Reduced Graphene Oxide Aerogel for High Energy Density Micro-Supercapacitor Electrode,10.2139/ssrn.4248819,graphene_oxide,,,,0.6
485,Graphene OxideEnamino-Xanthene Charge-Transfer Hybrids as High-Performance Sensitizing Interfaces for TiO2 Photoanodes,10.1021/acsami.5c20186.s001,graphene_oxide,,,,0.6
546,"Novel electrochemical biosensor for breast cancer detection, based on a nanocomposite of carbon nanofiber, metal–organic framework, and magnetic graphene oxide",10.1016/j.bioelechem.2023.108558,graphene_oxide,,,,0.6
568,Polymer/Reduced Graphene Oxide/Lignosulfonate Nanocomposite Films as Pseudocapacitor Cathodes,10.1021/acsanm.1c04358.s001,graphene_oxide,,,,0.6
577,A sensitive electrochemical sensor for cryptotanshinone based on electrochemical reduced graphene oxide and carbon nanotube composite film modified glassy carbon electrode,10.56042/ijca.v59i12.31994,graphene_oxide,,,,0.6
709,A Novel Rutin Electrochemical Sensor Using Reduced Graphene Oxide/Magnetite/Silver Nanoparticle-Molecularly Imprinted Polymer Composite Modified Electrode,10.20964/2018.03.55,graphene_oxide,,,,0.6
713,Study on Electrical Conductivity of Graphene Oxide Decorated with Silver Nanoparticle for Electrochemical Sensor Development,10.20964/2021.05.03,graphene_oxide,,,,0.6
737,Facile and green synthesis of silver nanoparticle-reduced graphene oxide composite and its application as nonenzymatic electrochemical sensor for hydrogen peroxide,10.5267/j.ccl.2021.3.002,graphene_oxide,,,,0.6
750,Enhanced electron transfer mediated detection of hydrogen peroxide using a silver nanoparticle–reduced graphene oxide–polyaniline fabricated electrochemical sensor,10.1039/c7ra11466d,graphene_oxide,,,,0.6
755,Highly Sensitive Electrochemical Sensor for Anticancer Drug by a Zirconia Nanoparticle-Decorated Reduced Graphene Oxide Nanocomposite,10.1021/acsomega.8b02129.s001,graphene_oxide,,,,0.6
758,The Physicochemical and Electrochemical Characterization of Silver Nanoparticle-Incorporated Magnetite/Reduced Graphene Oxide,10.55373/mjchem.v25i4.73,graphene_oxide,,,,0.6
764,Two-Dimensional (2D) Layered Metal–Organic Framework (MOF) Composites as an Electrochemical Sensor for Nitrofurans,10.1149/ma2024-01492702mtgabs,graphene_oxide,,,,0.6
452,Probing the Charge Separation Process on In2S3/Pt-TiO2 Nanocomposites for Boosted Visible-light Photocatalytic Hydrogen Production,10.1016/j.apcatb.2016.05.048,platinum_nanoparticles,,,,0.6
47,Modification of screen-printed carbon electrode for detection of pesticides,10.58837/chula.the.2021.66,polyaniline,,,,0.95
181,Facile Fabrication of a Nanocomposite Electrode for Enhanced Electrochemical Performance,10.21203/rs.3.rs-7148554/v1,polyaniline,,,,0.95
211,Effect of composition on the dielectric relaxation of zeolite-conducting polyaniline blends,10.1063/1.3097772,polyaniline,,,,0.95
215,Thermal stability and optoelectronic behavior of polyaniline/GNP (graphene nanoplatelets) nanocomposites,,polyaniline,15.0,wt%,,0.95
589,Electrochemical Synthesis of Sensitive Layer of Polyaniline/Multi Wall Carbon Nanotube Composite,10.4028/www.scientific.net/msf.695.336,polyaniline,,,,0.95
210,Numerical Contribution of Thermoelectric Polyaniline Sheet,,polyaniline,,,,0.9
168,GRAPHENE/POLYANILINE NANOCOMPOSITE MODIFIED ELECTRODE FOR ACUTE KIDNEY INJURY DIAGNOSIS,10.58837/chula.the.2014.1039,polyaniline,,,,0.8
213,Direct laser printing of thin-film polyaniline devices,10.1007/s00339-012-7127-8,polyaniline,,,,0.8
767,DEVELOPMENT OF ELECTROCHEMICAL SENSOR FOR DETERMINATION OF GLUCOSAMINE USING DROPLET MICROFLUIDIC SYSTEM,10.58837/chula.the.2015.1021,polyaniline,,,,0.8
149,Catalytic Formation of Narrow Nb Nanowires inside Carbon Nanotubes,,polyaniline,,,,0.7
165,GRAPHENE NANOCOMPOSITE MODIFIED ELECTRODE FOR ELECTROCHEMICAL DETECTION,10.58837/chula.the.2014.1041,polyaniline,,,,0.7
212,Magnetic study of an amorphous conducting polyaniline,10.1063/1.1561166,polyaniline,,,,0.7
216,Underpotential electroless deposition of metals on polyaniline,,polyaniline,,,,0.7
218,Composition dependent magnetic properties of iron oxide - polyaniline nanoclusters,10.1063/1.1829788,polyaniline,,,,0.7
223,Co-Electrodeposited Polyaniline/Fe₃O₄ and Polyaniline/Mnfe₂O₄ Composite Electrodes for Enhanced Supercapacitor Performance,10.2139/ssrn.5264722,polyaniline,,,,0.7
225,Polyaniline Nanocomposites,10.4018/978-1-7998-8591-7.ch026,polyaniline,,,,0.7
752,Enhanced electron transfer mediated detection of hydrogen peroxide using a silver nanoparticle–reduced graphene oxide–polyaniline fabricated electrochemical sensor,10.1039/c7ra11466d,polyaniline,,,,0.7
781,Wearable microneedle dual electrochemical sensor for simultaneous pH and cortisol detection in sweat,10.1002/elsa.202100039,polyaniline,,,,0.7
785,"A Wearable, Textile-Based Polyacrylate Imprinted Electrochemical Sensor for Cortisol Detection in Sweat",10.3390/bios12100854,polyaniline,,,,0.7
206,Fabrication of Polyaniline Thin Film Using Electrodeposition Method as Alcohol Sensor,10.12962/j24604682.v18i2.1925,polyaniline,,,,0.6
220,Biomass-Based Carbon Nanofibers Modified with Polyaniline for Supercapacitor Applications,10.1021/acsanm.3c02028.s001,polyaniline,,,,0.6
221,AQUEOUS DISPERSED POLYANILINE NANOWIRES FOR ELECTRODE MATERIAL OF SUPERCAPACITOR,10.3724/sp.j.1105.2012.11408,polyaniline,,,,0.6
222,"Review for ""Electrochemical Synthesis of Polyaniline-Ni-Co on Titanium Substrates for Ultrahigh-Capacitance Supercapacitor Electrodes""",10.1039/d5ra08977h/v1/review2,polyaniline,,,,0.6
228,"Review for ""Tailoring NiCoCu layered double hydroxide with Ag-citrate/polyaniline/functionalized SWCNTs nanocomposites for supercapacitor applications""",10.1039/d4ra01324g/v2/review1,polyaniline,,,,0.6
307,Hall-effect in LuNi_2B_2C in normal and superconducting mixed states,10.1016/S0038-1098(98)00547-X,polyaniline,,,,0.6
309,A two-mechanism and multiscale compatible approach for solid state electrolytes of (Li-ion) batteries,10.1016/j.est.2021.103842,polyaniline,,,,0.6
321,Electrochemical behavior of polyaniline: A study by electrochemical impedance spectroscopy (EIS) in low-frequency,10.1016/j.ssi.2019.115198,polyaniline,,,,0.6
323,A Brief Review of Current Lithium Ion Battery Technology and Potential Solid State Battery Technologies,,polyaniline,,,,0.6
383,Graphene/Polyaniline Aerogel with Superelasticity and High Capacitance as Highly Compression-Tolerant Supercapacitor Electrode,10.1186/s11671-017-2395-z,polyaniline,,,,0.6
402,Layer-by-layer assembled polyaniline/carbon nanomaterial-coated cellulosic aerogel electrodes for high-capacitance supercapacitor applications,10.1039/c8ra01754a,polyaniline,,,,0.6
422,One-pot method to synthesis polyaniline wrapped graphene aerogel/silver nanoparticle composites for solid-state supercapacitor devices,10.1016/j.matlet.2018.01.058,polyaniline,,,,0.6
426,High Open Circuit Voltages in pin-Type Perovskite Solar Cells through Strontium Addition,,polyaniline,,,,0.6
434,Ab-initio Study of the Electron Mobility in a Functionalized UiO-66 Metal Organic Framework,10.1007/s11664-018-6220-y,polyaniline,,,,0.6
518,Biosensor H2O2 by Using Immobilized Horseradish Peroxidase Glutaraldehyde on Carbon Polyaniline Nanofiber Composite,10.4172/2329-6674.1000140,polyaniline,,,,0.6
596,Carbon Nanotube/Polyaniline Composite Films Prepared by in situ Electrochemical Polymerization for Electrochemical Supercapacitors,10.3390/ecsoc-18-d008,polyaniline,,,,0.6
639,In-situ electrochemical polymerization of multi-walled carbon nanotube/polyaniline composite films for electrochemical supercapacitors,10.1016/j.synthmet.2008.09.018,polyaniline,,,,0.6
643,Carbon Nanotube/Polyaniline Composite Films Prepared by Hydrothermal- Electrochemical Method for Biosensor Applications,10.1109/smicnd.2018.8539793,polyaniline,,,,0.6
394,"Fabrication of N,B‐codoped Graphene Aerogel/PPy Composites for Asymmetric Supercapacitor",10.1002/slct.202102995,polypyrrole,,,,0.95
535,Impedance DNA Biosensor Using Electropolymerized Polypyrrole/Multiwalled Carbon Nanotubes Modified Electrode,10.1002/elan.200603544,polypyrrole,,,,0.95
599,Electrochemical synthesis and corrosion behaviour of polypyrrole and polypyrrole/carbon nanotube nanocomposite films,10.1177/0021998313495904,polypyrrole,,,,0.95
38,Using electropolymerization based doping for electro-addressable functionalization of a multi-electrode array probe for nucleic acid detection,,polypyrrole,,,,0.8
453,"Normalized Contact Force to Minimize ""Electrode-Lead"" Resistance in a Nanodevice",,polypyrrole,,,,0.8
23,Oxidative MnO2 Template Assisted Electrochemical Fabrication of Graphene/Polypyrrole Supercapacitor Electrodes,10.1021/acs.langmuir.4c00316.s001,polypyrrole,,,,0.6
82,Facial In-situ Synthesis of MnO2/PPy Composite for Supercapacitor,10.1016/s1452-3981(23)11193-x,polypyrrole,,,,0.6
288,"Polypyrrole, α-Fe2O3 and their hybrid nanocomposite sensor: An impedance spectroscopy study",10.1016/j.orgel.2014.06.019,polypyrrole,,,,0.6
362,Electrodeposition of Graphene/Polypyrrole Electrode for Flexible Supercapacitor with Large Areal Capacitance,10.1021/acsaem.4c00968.s001,polypyrrole,,,,0.6
367,Cellulose Nanofibers/Reduced Graphene Oxide/Polypyrrole Aerogel Electrodes for High-Capacitance Flexible All-Solid-State Supercapacitors,10.1021/acssuschemeng.9b00321.s001,polypyrrole,,,,0.6
411,Polypyrrole-decorated hierarchical carbon aerogel from liquefied wood enabling high energy density and capacitance supercapacitor,10.1016/j.energy.2023.126830,polypyrrole,,,,0.6
549,Development of a PolypyrroleChitosan Electrospun Nanofiber-Based Enzymatic Biosensor for Sensitive and Rapid Detection of Acetylcholine,10.1021/acsapm.4c02614.s001,polypyrrole,,,,0.6
592,Cycling Performance of Supercapacitors Assembled with Polypyrrole/Multi-Walled Carbon Nanotube/Conductive Carbon Composite Electrodes,10.5229/jecst.2011.2.2.091,polypyrrole,,,,0.6
610,Electrochemical preparation and electrochemical behavior of polypyrrole/carbon nanotube composite films,10.1007/s11706-009-0025-0,polypyrrole,,,,0.6
635,Electrochemical preparation of over-oxidized polypyrrole/multi-walled carbon nanotube composite on glassy carbon electrode and its application in epinephrine determination,10.1016/j.electacta.2011.04.029,polypyrrole,,,,0.6
169,Evaluation of Multi-Electrode Earth Resistivity Testing in Karst,10.1520/gtj11322j,polythiophene,,,,0.7
20,ESO Imaging Survey IV. Exploring the EIS Multicolor Data,,polythiophene,,,,0.6
35,Drive and measurement electrode patterns for electrode impedance tomography (EIT) imaging of neural activity in peripheral nerve,10.1088/2057-1976/aadff3,polythiophene,,,,0.6
113,Giant Seebeck Effect in PEDOT Materials with Molecular Strain,,polythiophene,,,,0.6
204,Long-wave models of thin film fluid dynamics,,polythiophene,,,,0.6
239,Imprinting of Antiferromagnetic Vortex States in NiO-Fe Nanostructures,,polythiophene,,,,0.6
302,Recent advances of MXene saturable absorber for near-infrared mode-locked fiber laser,,polythiophene,,,,0.6
315,Measuring the buried interphase between solid electrolytes and lithium metal using neutrons,,polythiophene,,,,0.6
319,External Voltage-Induced Restructuring of the Solid-State Electrode/Electrolyte Interface Revealed by Xray Photoelectron Spectroscopy Depth Profiling Analysis,10.1021/acsami.3c16478.s001,polythiophene,,,,0.6
378,Design and Optimization of Graphene Aerogel-Based Electrodes in Supercapacitor,10.54254/2755-2721/2026.bj31526,polythiophene,,,,0.6
428,Possible solar cycle variations in the convection zone,10.1023/A:1005232901528,polythiophene,,,,0.6
612,The effect of carbon nanotube amount in machining of ZA-27 matrix carbon nanotube reinforced nano composite,10.21203/rs.3.rs-355460/v1,polythiophene,,,,0.6
85,Electrochemical performance of decorated reduced graphene oxide by MoO3 nanoparticles as a counter electrode,,reduced_graphene_oxide,,,,0.95
176,Facile Fabrication of a Nanocomposite Electrode for Enhanced Electrochemical Performance,10.21203/rs.3.rs-7148554/v1,reduced_graphene_oxide,,,,0.95
324,Mn3O4-Graphene Hybrid as a High Capacity Anode Material for Lithium Ion Batteries,,reduced_graphene_oxide,,,,0.95
403,Quantum capacitance tuned flexible supercapacitor by UV-ozone treated defect engineered reduced graphene oxide forest,10.1088/1361-6528/ab331a,reduced_graphene_oxide,,,,0.95
413,Three-dimensional aerogel on sulfonyldibenzene derivative functionalized reduced graphene oxide for aqueous supercapacitor,10.22541/au.171040521.17556047/v1,reduced_graphene_oxide,,,,0.95
736,Facile and green synthesis of silver nanoparticle-reduced graphene oxide composite and its application as nonenzymatic electrochemical sensor for hydrogen peroxide,10.5267/j.ccl.2021.3.002,reduced_graphene_oxide,,,,0.95
763,Two-Dimensional (2D) Layered Metal–Organic Framework (MOF) Composites as an Electrochemical Sensor for Nitrofurans,10.1149/ma2024-01492702mtgabs,reduced_graphene_oxide,,,,0.95
379,Graphene/Ruthenium Active Species Aerogel as Electrode for Supercapacitor Applications,10.3390/ma11010057,reduced_graphene_oxide,,,,0.9
184,Functionalization of graphene sponge electrodes with two-dimensional materials for tailored electrocatalytic activity towards specific contaminants of emerging concern,10.1016/j.cej.2022.137057,reduced_graphene_oxide,,,,0.7
229,Non-Enzymatic Glucose sensing properties of NiO nanostructured flower decorated Exfoliated Graphite Electrodes,,reduced_graphene_oxide,,,,0.7
676,Synthesis and Characterization of PEDOT: PSS-PAs with Good Electrical Conductivity for Supercapacitor,10.9734/csji/2023/v32i5856,reduced_graphene_oxide,,,,0.7
749,Enhanced electron transfer mediated detection of hydrogen peroxide using a silver nanoparticle–reduced graphene oxide–polyaniline fabricated electrochemical sensor,10.1039/c7ra11466d,reduced_graphene_oxide,,,,0.7
49,Single Frequency Impedance Analysis on Reduced Graphene Oxide Screen-Printed Electrode for Biomolecular Detection,10.1007/s12010-017-2510-8,reduced_graphene_oxide,,,,0.6
57,Coherently Driven Quantum Harmonic Oscillator Battery,,reduced_graphene_oxide,,,,0.6
61,Effect of physical aging on the flexural creep in 3D printed thermoplastic,10.1007/978-3-031-39070-8_7,reduced_graphene_oxide,,,,0.6
75,Self-Assembly Synthesis and Electrochemical Performance of Partially Reduced Graphene Oxide Supported Hierarchical MnO2 Nanonocomposite for Supercapacitor,10.52568/000779/jcsp/41.04.2019,reduced_graphene_oxide,,,,0.6
89,Impedance Spectroscopy-Based Reduced Graphene Oxide-Incorporated ZnO Composite Sensor for H2S Investigations,10.1021/acsomega.9b00754.s001,reduced_graphene_oxide,,,,0.6
93,Characterization of graphene oxide and reduced graphene oxide coating on gold electrodes by impedance spectroscopy,10.1109/biyomut.2017.8479037,reduced_graphene_oxide,,,,0.6
98,Mechanism of Nanocomposite Formation in the Layer-by-Layer Single-Step Electropolymerization of π-Conjugated Azopolymers and Reduced Graphene Oxide: An Electrochemical Impedance Spectroscopy Study,10.37473/fic/10.1021/acsomega.0c03391,reduced_graphene_oxide,,,,0.6
103,Humidity sensitivity investigation of reduced graphene oxide by impedance spectroscopy,10.1515/9783110558920-005,reduced_graphene_oxide,,,,0.6
106,Impedance spectroscopy studies in cobalt ferrite-reduced graphene oxide nanocomposite,10.1063/1.4946617,reduced_graphene_oxide,,,,0.6
115,"Modeling of the bending of an electroactive pseudo trilayer based on PEDOT, a semiconductor polymer",,reduced_graphene_oxide,,,,0.6
141,Modeling the Auxetic Transition for Carbon Nanotube Sheets,10.1103/PhysRevB.78.115408,reduced_graphene_oxide,,,,0.6
159,Large deviations for Independent Metropolis Hastings and Metropolis-adjusted Langevin algorithm,,reduced_graphene_oxide,,,,0.6
170,Tailored PolyimideGraphene Nanocomposite as Negative Electrode and Reduced Graphene Oxide as Positive Electrode for Flexible Hybrid Sodium-Ion Capacitors,10.1021/acsami.8b17171.s001,reduced_graphene_oxide,,,,0.6
173,"Review for ""Electrochemical Detection of Diclofenac and Clindamycin Using ZnO Nanorods/RGO Nanocomposite Modified Electrode""",10.1039/d5ra07011b/v1/review1,reduced_graphene_oxide,,,,0.6
190,Moment scaling at the sol - gel transition,,reduced_graphene_oxide,,,,0.6
198,Synthesis and characterization of perovskite based rGO nanomaterial for energy storage application,10.1007/s10971-024-06587-3,reduced_graphene_oxide,,,,0.6
246,Three-component NiO/Fe3O4/rGO nanostructure as an electrode material towards supercapacitor and alcohol electrooxidation,10.1016/j.heliyon.2024.e39399,reduced_graphene_oxide,,,,0.6
260,Synthesis of a High-Capacity α-Fe2O3@C Conversion Anode and a High-Voltage LiNi0.5Mn1.5O4 Spinel Cathode and Their Combination in a Li-Ion Battery,10.1021/acsaem.1c01585,reduced_graphene_oxide,,,,0.6
294,Construction and Performance Characterization of Fe2O3/rGO Composite for Long-Cycling-Life Supercapacitor Anode,10.1021/acssuschemeng.7b00445.s001,reduced_graphene_oxide,,,,0.6
297,Probing the Liquid Solid Interfaces of 2D SnSe MXene Battery Anodes at the Nanoscale,,reduced_graphene_oxide,,,,0.6
